address,lat,lng,formatted_address,status,cached_at
"Świebodzin Świebodzin, Polska",52.2472962,15.5335721,"Świebodzin, Poland",OK,2026-04-21T18:25:48.440583
"66-400 Gorzów Wielkopolski, Polska",52.730011,15.2524862,"66-400 Gorzów Wielkopolski, Poland",OK,2026-04-21T18:25:48.588969
"71-837 Szczecin, Polska",53.4313964,14.5092544,"71-837 Szczecin, Poland",OK,2026-04-21T18:25:48.768449
"31-876 Kraków, Polska",50.0870718,19.9849429,"31-876 Kraków, Poland",OK,2026-04-21T18:25:48.907886
"33-300 Nowy Sącz, Polska",49.6151725,20.7173152,"33-300 Nowy Sącz, Poland",OK,2026-04-21T18:25:49.063189
"34-700 Ponice, Polska",49.5674021,19.9850536,"Ponice, Poland",OK,2026-04-21T18:25:49.212028
"92-103 Łódź, Polska",51.7948187,19.5138941,"92-103 Łódź, Poland",OK,2026-04-21T18:25:49.345212
"90-001 Łódź, Polska",51.773118,19.4805928,"90-001 Łódź, Poland",OK,2026-04-21T18:25:49.452090
"93-564 Łódź, Polska",51.7410194,19.4401259,"93-564 Łódź, Poland",OK,2026-04-21T18:25:49.567592
"10-454 Olsztyn, Polska",53.7731969,20.474504,"10-454 Olsztyn, Poland",OK,2026-04-21T18:25:49.714067
"10-088 Olsztyn, Polska",53.7601799,20.4864697,"10-088 Olsztyn, Poland",OK,2026-04-21T18:25:49.827842
"41-250 Czeladź, Polska",50.3171514,19.0850598,"41-250 Czeladź, Poland",OK,2026-04-21T18:25:49.997190
"41-300 Dąbrowa Górnicza, Polska",50.3393621,19.2371382,"41-300 Dąbrowa Górnicza, Poland",OK,2026-04-21T18:25:50.157933
"43-100 Tychy, Polska",50.120148,19.0185475,"43-100 Tychy, Poland",OK,2026-04-21T18:25:50.285326
"39-300 Mielec, Polska",50.2922018,21.4441947,"39-300 Mielec, Poland",OK,2026-04-21T18:25:50.395657
"38-430 Miejsce Piastowe, Polska",49.63456799999999,21.7869798,"38-430 Miejsce Piastowe, Poland",OK,2026-04-21T18:25:50.528764
"35-082 Rzeszów, Polska",50.0085258,21.9698619,"35-082 Rzeszów, Poland",OK,2026-04-21T18:25:50.677411
"47-400 Raciborz, Polska",50.0801458,18.2329677,"47-400 Raciborz, Poland",OK,2026-04-21T18:25:50.840920
"40-555 Katowice, Polska",50.231396,18.9878985,"40-555 Katowice, Poland",OK,2026-04-21T18:25:50.945380
"44-203 Rybnik, Polska",50.0925012,18.579504,"44-203 Rybnik, Poland",OK,2026-04-21T18:25:51.083927
"25-528 Kielce, Polska",50.8831034,20.6273697,"25-528 Kielce, Poland",OK,2026-04-21T18:25:51.215471
"25-323 Kielce, Polska",50.8804397,20.6507511,"25-323 Kielce, Poland",OK,2026-04-21T18:25:51.342937
"26-026 Daleszyce, Polska",50.7412043,20.613183,"26-026 Chmielowice, Poland",OK,2026-04-21T18:25:51.468858
"62-080 Tarnowo Podgórne, Polska",52.4626443,16.6734164,"Tarnowo Podgórne, Poland",OK,2026-04-21T18:25:51.576502
"64-700 Czarnków, Polska",52.90528,16.56567,"Czarnków, Poland",OK,2026-04-21T18:25:51.688589
"64-100 Leszno, Polska",51.8419861,16.5937545,"Leszno, Poland",OK,2026-04-21T18:25:51.814617
"59-300 Lubin, Polska",51.39772199999999,16.2095788,"Lubin, Poland",OK,2026-04-21T18:25:51.949491
"61-285 Poznań, Polska",52.38627640000001,16.9895286,"61-285 Poznań, Poland",OK,2026-04-21T18:25:52.079886
"07-410 Ostrołęka, Polska",53.0876544,21.5592554,"Ostrołęka, Poland",OK,2026-04-21T18:25:52.241107
"16-400 Suwałki, Polska",54.09621689999999,22.9216482,"16-400 Suwałki, Poland",OK,2026-04-21T18:25:52.375069
"16-300 Augustów, Polska",53.83003129999999,22.8745318,"16-300 Augustów, Poland",OK,2026-04-21T18:25:52.487458
"55-040 Bielany Wrocławskie, Polska",51.0395402,16.9690766,"Bielany Wrocławskie, Poland",OK,2026-04-21T18:25:52.638437
"53-633 Wrocław, Polska",51.1240393,17.0142005,"53-633 Wrocław, Poland",OK,2026-04-21T18:25:52.769307
"45-005 Opole, Polska",50.6731431,17.9180155,"45-005 Opole, Poland",OK,2026-04-21T18:25:52.917747
"42-512 Psary, Polska",50.37806980000001,19.1360402,"42-512 Sarnów, Poland",OK,2026-04-21T18:25:53.040293
"58-308 Dziećmorowice, Polska",50.7686275,16.3411493,"58-308 Dziećmorowice, Poland",OK,2026-04-21T18:25:53.185612
"59-220 Legnica, Polska",51.20676839999999,16.1593249,"59-220, Poland",OK,2026-04-21T18:25:53.300881
"58-309 Wałbrzych, Polska",50.8181804,16.2933979,"58-309 Wałbrzych, Poland",OK,2026-04-21T18:25:53.417613
"05-110 Rajszew, Polska",52.3979837,20.8412502,"05-110 Rajszew, Poland",OK,2026-04-21T18:25:53.531199
"03-576 Warszawa, Polska",52.2759041,21.0657484,"03-576 Warsaw, Poland",OK,2026-04-21T18:25:53.666048
"05-091 Ząbki, Polska",52.2901925,21.1168004,"05-091 Ząbki, Poland",OK,2026-04-21T18:25:53.800097
"05-082 Babice, Polska",52.25,20.85,"Stare Babice, 05-082, Poland",OK,2026-04-21T18:25:53.926943
"02-180 Warszawa, Polska",52.1842381,20.9507633,"02-180 Warsaw, Poland",OK,2026-04-21T18:25:54.064489
"26-600 Radom, Polska",51.39885150000001,21.1389249,"26-600 Radom, Poland",OK,2026-04-21T18:25:54.182377
"26-612 Radom, Polska",51.382835,21.1219574,"26-612 Radom, Poland",OK,2026-04-21T18:25:54.326892
"98-270 Złoczew, Polska",51.4171963,18.6035594,"98-270 Złoczew, Poland",OK,2026-04-21T18:25:54.466769
"55-002 Gajków, Polska",51.05826949999999,17.1865415,"55-002 Gajków, Poland",OK,2026-04-21T18:25:54.580580
"63-400 Ostrów Wielkopolski, Polska",51.6549856,17.8068258,"Ostrów Wielkopolski, Poland",OK,2026-04-21T18:25:54.886421
"80-298 Czaple, Polska",54.36385199999999,18.4333563,"80-298 Czaple, Poland",OK,2026-04-21T18:25:55.017609
"80-394 Gdańsk, Polska",54.4037314,18.5824464,"80-394 Gdańsk, Poland",OK,2026-04-21T18:25:55.138686
"80-174 Gdańsk, Polska",54.3277016,18.5352179,"80-174, Poland",OK,2026-04-21T18:25:55.258430
"76-251 Kobylnica, Polska",54.44056519999999,16.9983887,"Kobylnica, Poland",OK,2026-04-21T18:25:55.377336
"20-134 Lublin, Polska",51.26191129999999,22.5852344,"20-134 Lublin, Poland",OK,2026-04-21T18:25:55.508691
"20-315 Lublin, Polska",51.2293896,22.6180713,"20-315 Lublin, Poland",OK,2026-04-21T18:25:55.643908
"20-329 Lublin, Polska",51.2388153,22.5999364,"20-329 Lublin, Poland",OK,2026-04-21T18:25:55.752800
"20-555 Lublin, Polska",51.2361793,22.4963836,"20-555 Lublin, Poland",OK,2026-04-21T18:25:55.865157
"05-500 Mysiadło, Polska",52.09980849999999,21.0027422,"05-500 Mysiadło, Poland",OK,2026-04-21T18:25:55.988570
"02-801 Warszawa, Polska",52.1446768,21.0217689,"02-801 Warsaw, Poland",OK,2026-04-21T18:25:56.113362
"41-910 Bytom, Polska",50.3347966,18.9334251,"41-910 Bytom, Poland",OK,2026-04-21T18:25:56.248821
"41-914 Bytom, Polska",50.37766329999999,18.8773881,"41-914 Bytom, Poland",OK,2026-04-21T18:25:56.358355
"42-200 Częstochowa, Polska",50.7917373,19.1054779,"42-200 Częstochowa, Poland",OK,2026-04-21T18:25:56.485370
"85-739 Bydgoszcz, Polska",53.1235288,18.0679301,"85-739 Bydgoszcz, Poland",OK,2026-04-21T18:25:56.604751
"89-620 Lipienice, Polska",53.69228460000001,17.6195085,"89-620 Lipienice, Poland",OK,2026-04-21T18:25:56.710502
"87-100 Toruń, Polska",53.01394269999999,18.5465507,"87-100 Toruń, Poland",OK,2026-04-21T18:25:56.845052
"86-031 Jarużyn, Polska",53.19044479999999,18.1540169,"86-031 Jarużyn, Poland",OK,2026-04-21T18:25:56.971341
"44-335 Jastrzębie-Zdrój, Polska",49.9532294,18.6182247,"44-335 Jastrzębie-Zdrój, Poland",OK,2026-04-21T18:25:57.100211
"41-800 Zabrze, Polska",50.3114883,18.7696409,"41-800 Zabrze, Poland",OK,2026-04-21T18:25:57.217226
"43-332 Pisarzowice, Polska",49.88297739999999,19.1394321,"43-332 Pisarzowice, Poland",OK,2026-04-21T18:25:57.311187
"09-400 Płock, Polska",52.5595149,19.6480092,"09-400 Płock, Poland",OK,2026-04-21T18:25:57.440205
"96-500 Sochaczew, Polska",52.2293372,20.238359,"Sochaczew, Poland",OK,2026-04-21T18:25:57.576600
"87-800 Włocławek, Polska",52.6046686,19.0210666,"87-800 Włocławek, Poland",OK,2026-04-21T18:25:57.682035
"31-564 Kraków, Polska",50.0641816,19.9905042,"31-564 Kraków, Poland",OK,2026-04-21T18:25:57.817312
"30-698 Kraków, Polska",49.98053,19.9428924,"30-698 Kraków, Poland",OK,2026-04-21T18:25:57.934432
"30-663 Kraków, Polska",50.0142438,19.996997,"30-663 Kraków, Poland",OK,2026-04-21T18:25:58.060180
"31-346 Kraków, Polska",50.0957298,19.8876523,"31-346 Kraków, Poland",OK,2026-04-21T18:25:58.190059
"Bytca, Polska",51.919438,19.145136,Poland,OK,2026-04-22T12:06:51.303448
